,Unnamed: 0,Age,Gender,Location,Income,Decision maker,movie ticket,medium pizza,coca cola,oven,shampoo,Leisure; entertainment and travel.1,Food and dishes.1,Commodities and groceries.1,Productivity; gadgets and technology.1,Lifestyle; beauty and clothing.1,decrease Leisure; entertainment and travel,decrease Food and dishes,decrease Commodities and groceries,decrease Productivity; gadgets and technology,decerase Lifestyle; beauty and clothing,payment preference,shopping preference,planned or preplanned,transaction frequency,willingness for additional charges,feeling towards discount_online,brand charges more than another_online,time category,movie ticket price,medium pizza price,coca cola price,oven price,shampoo price,Leisure; entertainment and travel,Food and dishes,Commodities and groceries,Productivity; gadgets and technology,Lifestyle; beauty and clothing,Age_encoded,feeling towards discount,brand charges more than another,Payment Preference,Shopping Preference,Spontaneous or Preplanned,Transaction Frequency
187,187,18-24,Female,Other,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",500,350,20,7000,280,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Digital,Online,,,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Excessive Time,Overestimated,Overestimated,Underestimated,Accurate,Accurate,1,2,2,1,2,0,2,0,4,4,,
188,188,18-24,Female,Other,"Above Rs. 5,00,000","Yes, for the whole household",550,400,40,10000,220,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,,Spontaneous,,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Overestimated,Accurate,Overestimated,Underestimated,1,1,1,1,1,0,0,0,5,,5,
189,189,25-34,Male,Delhi/NCR,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",450,300,50,9500,250,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Indifferent,Less Frequent,0,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Accurate,Overestimated,Accurate,Accurate,1,2,2,2,1,1,2,2,3,3,3,2
190,190,18-24,Male,Other,"Below Rs. 50,000",No,350,300,40,16000,200,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Cash,Offline,Spontaneous,More Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Accurate,Accurate,Overestimated,Underestimated,0,0,1,2,2,0,1,2,2,2,5,5
191,191,25-34,Male,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",500,450,48,12000,300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,,,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Overestimated,Accurate,Overestimated,Accurate,1,1,1,1,1,1,0,0,4,4,,
192,192,18-24,Female,Mumbai,"Rs. 50,000- 2,00,000","Yes, for the whole household",600,450,45,6000,280,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Spontaneous,,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Overestimated,Accurate,Underestimated,Accurate,1,1,1,2,2,0,2,2,4,3,4,
193,193,18-24,Male,Other,"Below Rs. 50,000","Yes, for the whole household",300,290,30,15000,170,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0.2,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Accurate,Underestimated,Overestimated,Underestimated,1,1,1,2,2,0,2,0,5,1,2,2
194,194,25-34,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",400,350,40,11000,200,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Indifferent,Indifferent,Spontaneous,More Frequent,0.1,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Overestimated,Accurate,Overestimated,Underestimated,1,1,1,1,1,1,0,0,3,3,4,4
195,195,18-24,Female,Delhi/NCR,"Below Rs. 50,000",No,290,190,45,4999,150,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,,Indifferent,0.1,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Underestimated,Accurate,Underestimated,Underestimated,1,1,0,2,1,0,0,0,3,3,,3
196,196,18-24,Male,Delhi/NCR,"Below Rs. 50,000",No,200,200,40,4000,100,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Indifferent,Indifferent,Spontaneous,Indifferent,0.1,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Accurate,Accurate,Underestimated,Underestimated,1,1,0,2,1,0,0,1,3,3,5,3
197,197,18-24,Female,Kolkata,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",350,250,40,7500,280,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Indifferent,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Excessive Time,Overestimated,Accurate,Accurate,Accurate,Accurate,2,1,1,2,2,0,2,2,4,3,3,3
198,198,18-24,Male,Other,"Below Rs. 50,000",No,200,200,45,6599,150,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Indifferent,Indifferent,Spontaneous,Indifferent,0,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Accurate,Accurate,Accurate,Underestimated,2,1,1,2,0,0,2,2,3,3,5,3
199,199,25-34,Male,Other,"Rs. 50,000- 2,00,000","Yes, but only for myself",340,500,40,9000,250,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Indifferent,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Overestimated,Accurate,Accurate,Accurate,2,1,2,2,2,1,1,0,5,3,3,3
200,200,25-34,Male,Delhi/NCR,"Below Rs. 50,000",No,250,180,40,7000,200,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Spontaneous,Indifferent,0.05,The deal is genuine,In most cases I feel the brand is overcharging,Very Little Time,Accurate,Underestimated,Accurate,Accurate,Underestimated,0,1,0,2,0,1,0,2,3,3,5,3
201,201,55+,Male,Delhi/NCR,"Above Rs. 5,00,000","Yes, for the whole household",700,400,20,17000,250,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Pre Planned,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Excessive Time,Overestimated,Overestimated,Underestimated,Overestimated,Accurate,1,1,2,2,2,3,1,1,3,3,2,2
202,202,25-34,Male,Other,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",350,300,80,8000,100,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Very Little Time,Overestimated,Accurate,Overestimated,Accurate,Underestimated,1,1,1,1,2,1,1,2,5,1,2,1
203,203,25-34,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",350,600,30,15000,400,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Digital,Online,Spontaneous,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Overestimated,Overestimated,Underestimated,Overestimated,Overestimated,1,1,1,1,2,1,2,1,5,5,4,5
204,204,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",360,320,40,5999,200,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Indifferent,Indifferent,Pre Planned,Indifferent,0.2,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Excessive Time,Overestimated,Overestimated,Accurate,Underestimated,Underestimated,1,1,1,2,1,0,1,0,3,3,1,3
205,205,18-24,Female,Other,"Below Rs. 50,000","Yes, but only for myself",300,250,35,15000,120,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Indifferent,Less Frequent,0.2,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,1,1,1,1,2,0,1,1,3,3,3,2
206,206,25-34,Female,Other,"Rs. 50,000- 2,00,000","Yes, but only for myself",300,280,25,15000,150,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,More Frequent,0.2,The deal is genuine,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Accurate,Underestimated,Overestimated,Underestimated,1,1,1,2,2,1,0,2,5,2,2,4
207,207,25-34,Male,Delhi/NCR,"Above Rs. 5,00,000",No,380,280,40,6999,320,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Indifferent,Indifferent,0.2,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Excessive Time,Overestimated,Accurate,Accurate,Accurate,Accurate,1,1,0,1,0,1,0,1,3,3,3,3
208,208,25-34,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,400,250,30,15000,200,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Indifferent,Spontaneous,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Excessive Time,Overestimated,Accurate,Underestimated,Overestimated,Underestimated,1,1,1,2,2,1,1,0,5,3,5,4
209,209,18-24,Male,Mumbai,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",350,300,150,25000,275,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Digital,Indifferent,Indifferent,More Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,No Time,Overestimated,Accurate,Overestimated,Overestimated,Accurate,1,1,0,2,2,0,1,2,5,3,3,5
210,210,35-54,Female,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",250,200,40,2000,400,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Online,Spontaneous,More Frequent,0.1,The deal is genuine,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Accurate,Accurate,Underestimated,Overestimated,1,2,2,2,2,2,0,2,1,5,5,5
211,211,35-54,Male,Delhi/NCR,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",250,200,40,7800,290,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Spontaneous,Indifferent,0.1,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Accurate,Accurate,Accurate,Accurate,1,1,1,2,1,2,2,1,3,3,5,3
212,212,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,220,280,150,25000,200,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Indifferent,Indifferent,Pre Planned,More Frequent,0,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Excessive Time,Accurate,Accurate,Overestimated,Overestimated,Underestimated,2,2,1,1,2,0,0,1,3,3,2,4
213,213,18-24,Male,Other,"Below Rs. 50,000","Yes, for the whole household",300,300,35,20000,150,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Cash,Offline,Pre Planned,Less Frequent,0.2,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,2,2,2,2,2,0,1,0,2,2,2,2
214,214,25-34,Male,Delhi/NCR,"Below Rs. 50,000",No,450,350,50,9999,200,No,No,No,No,No,Yes,No,Yes,Yes,No,Indifferent,Indifferent,Indifferent,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Overestimated,Overestimated,Overestimated,Underestimated,1,1,1,2,0,1,1,2,3,3,3,3
215,215,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,350,400,100,30000,250,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Cash,Offline,Pre Planned,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Overestimated,Overestimated,Overestimated,Overestimated,Accurate,0,1,1,2,0,0,1,2,1,2,2,2
216,216,35-54,Female,Other,"Rs. 50,000- 2,00,000",No,200,350,60,6000,290,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,No Time,Accurate,Overestimated,Overestimated,Underestimated,Accurate,2,1,1,2,2,2,2,2,5,1,1,1
217,217,25-34,Male,Delhi/NCR,"Rs. 2,00,000- 5,00,000",,199,180,40,8999,220,No,No,No,No,No,No,No,Yes,Yes,No,Digital,Indifferent,Indifferent,Less Frequent,0.1,The deal is genuine,In most cases I feel the brand is overcharging,Moderate Time,Underestimated,Underestimated,Accurate,Accurate,Underestimated,1,1,1,1,1,1,0,2,5,3,3,2
218,218,18-24,Female,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",250,295,40,15000,170,Yes,No,Yes,No,No,No,No,Yes,No,No,Digital,Online,Indifferent,Indifferent,0.2,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,2,2,1,2,2,0,1,2,5,5,3,3
219,219,18-24,Female,Bangalore,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,180,50,4500,120,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Digital,Online,Indifferent,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Underestimated,Overestimated,Underestimated,Underestimated,1,1,2,2,2,0,1,1,5,4,3,4
220,220,18-24,Male,Mumbai,"Above Rs. 5,00,000",No,450,400,150,50000,250,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Digital,Offline,Spontaneous,Indifferent,0.1,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Excessive Time,Overestimated,Overestimated,Overestimated,Overestimated,Accurate,1,0,1,1,2,0,2,0,5,1,4,3
221,221,25-34,Male,Delhi/NCR,"Above Rs. 5,00,000","Yes, for the whole household",350,200,45,7999,290,No,No,No,No,No,No,No,Yes,No,No,Indifferent,Indifferent,Indifferent,Indifferent,0.1,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Overestimated,Accurate,Accurate,Accurate,Accurate,1,1,2,1,0,1,0,1,3,3,3,3
222,222,25-34,Male,Delhi/NCR,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",400,320,45,7000,270,No,No,No,No,No,No,No,No,Yes,No,Indifferent,Indifferent,Spontaneous,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Overestimated,Overestimated,Accurate,Accurate,Accurate,1,1,1,2,0,1,1,1,3,3,4,3
223,223,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",300,250,75,10000,150,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Accurate,Overestimated,Overestimated,Underestimated,1,2,1,2,1,0,1,1,4,4,3,1
224,224,25-34,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,290,40,6500,245,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Indifferent,Indifferent,Pre Planned,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Accurate,Accurate,Accurate,Accurate,1,1,1,2,0,1,1,2,3,3,2,3
225,225,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",450,400,60,5000,350,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Overestimated,Overestimated,Overestimated,Underestimated,Accurate,1,2,1,1,2,0,1,1,5,5,3,1
226,226,18-24,Female,Kolkata,"Rs. 50,000- 2,00,000","Yes, for the whole household",380,300,150,30000,200,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Cash,Offline,Spontaneous,Indifferent,0.05,The deal is genuine,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Accurate,Overestimated,Overestimated,Underestimated,0,1,2,1,1,0,0,2,2,2,5,3
227,227,18-24,Female,Delhi/NCR,"Below Rs. 50,000",No,400,300,40,20000,200,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Indifferent,Offline,Indifferent,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Overestimated,Accurate,Accurate,Overestimated,Underestimated,2,2,1,1,2,0,1,1,3,2,3,3
228,228,18-24,Female,Other,"Rs. 50,000- 2,00,000","Yes, but only for myself",350,400,100,45000,250,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Digital,Indifferent,Pre Planned,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Excessive Time,Overestimated,Overestimated,Overestimated,Overestimated,Accurate,2,1,1,1,1,0,2,1,5,3,2,3
229,229,25-34,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",300,450,50,20000,300,No,Yes,Yes,No,,Yes,Yes,Yes,No,Yes,Digital,Online,Spontaneous,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Overestimated,Overestimated,Overestimated,Accurate,2,2,1,2,2,1,1,0,4,4,5,1
230,230,35-54,Female,Mumbai,"Rs. 50,000- 2,00,000",No,250,400,40,10000,300,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Pre Planned,More Frequent,0,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Accurate,2,2,2,2,2,2,0,1,3,3,1,5
231,231,18-24,Female,Other,"Rs. 50,000- 2,00,000",No,250,300,50,15000,100,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,More Frequent,0,The deal is genuine,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Accurate,Overestimated,Overestimated,Underestimated,2,2,1,2,2,0,0,0,5,5,5,5
232,232,25-34,Male,Kolkata,"Rs. 50,000- 2,00,000","Yes, but only for myself",600,400,65,2250,80,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Digital,Online,Pre Planned,Less Frequent,0.1,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Very Little Time,Overestimated,Overestimated,Overestimated,Underestimated,Underestimated,2,2,2,2,2,1,2,2,4,4,2,2
233,233,35-54,Male,Mumbai,"Rs. 50,000- 2,00,000","Yes, for the whole household",350,450,50,8000,150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Online,Pre Planned,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Overestimated,Overestimated,Overestimated,Accurate,Underestimated,2,2,1,1,1,2,1,1,3,4,1,1
234,234,18-24,Male,Mumbai,"Below Rs. 50,000",No,350,400,40,10000,120,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Online,Pre Planned,Less Frequent,0.05,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Overestimated,Overestimated,Accurate,Overestimated,Underestimated,2,2,2,1,2,0,0,1,5,5,1,1
235,235,25-34,Female,Delhi/NCR,"Below Rs. 50,000","Yes, for the whole household",400,400,90,2000,110,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Indifferent,Indifferent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Moderate Time,Overestimated,Overestimated,Overestimated,Underestimated,Underestimated,2,1,1,1,1,1,0,0,4,4,3,3
236,236,25-34,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",500,350,125,3000,125,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Indifferent,Indifferent,Indifferent,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Overestimated,Overestimated,Overestimated,Underestimated,Underestimated,1,1,0,1,1,1,1,0,3,3,3,2
237,237,25-34,Female,Delhi/NCR,"Below Rs. 50,000","Yes, for the whole household",500,400,105,2750,85,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Online,Spontaneous,More Frequent,0.1,The deal is genuine,In most cases I feel the price is justified because the product is better,Moderate Time,Overestimated,Overestimated,Overestimated,Underestimated,Underestimated,1,1,2,2,1,1,0,0,4,4,4,4
238,238,25-34,Male,Bangalore,"Below Rs. 50,000","Yes, but only for myself",250,300,60,3000,85,No,No,No,No,No,Yes,No,Yes,No,No,Digital,Online,Pre Planned,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Accurate,Overestimated,Underestimated,Underestimated,2,2,2,2,2,1,1,1,5,5,1,4
239,239,35-54,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,250,45,2500,75,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cash,Offline,Pre Planned,Less Frequent,0.1,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Accurate,Accurate,Underestimated,Underestimated,2,1,2,1,2,2,2,2,2,2,2,2
240,240,18-24,Female,Mumbai,"Below Rs. 50,000","Yes, but only for myself",350,450,50,10000,100,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Indifferent,Pre Planned,More Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Overestimated,Overestimated,Overestimated,Underestimated,2,2,2,1,1,0,0,0,4,3,1,5
241,241,18-24,Female,Mumbai,"Below Rs. 50,000","Yes, but only for myself",250,350,50,15000,200,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Cash,Offline,Spontaneous,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Overestimated,Overestimated,Overestimated,Underestimated,2,2,1,1,2,0,1,1,2,2,4,1
242,242,18-24,Male,Mumbai,"Rs. 50,000- 2,00,000",No,300,400,40,20000,100,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Indifferent,Offline,Spontaneous,Less Frequent,0.1,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,2,1,2,2,0,2,1,3,2,5,1
243,243,18-24,Male,Mumbai,"Rs. 2,00,000- 5,00,000",No,350,400,50,15000,200,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Less Frequent,0.1,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Overestimated,Overestimated,Overestimated,Underestimated,2,1,1,1,2,0,0,0,5,4,5,1
244,244,18-24,Male,Mumbai,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,400,40,8000,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,2,1,1,1,0,1,0,5,5,4,2
245,245,25-34,Female,Other,"Below Rs. 50,000",No,200,200,40,10000,100,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Digital,Online,Spontaneous,Less Frequent,0,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,2,2,2,1,2,1,0,1,4,5,4,2
246,246,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,300,400,40,12000,120,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital,Offline,Pre Planned,More Frequent,0,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,1,2,1,1,2,0,0,1,5,2,2,5
247,247,25-34,Female,Other,"Rs. 2,00,000- 5,00,000","Yes, for the whole household",400,350,80,10000,150,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Pre Planned,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,No Time,Overestimated,Overestimated,Overestimated,Overestimated,Underestimated,1,1,1,2,1,1,1,0,5,2,2,2
248,248,18-24,Female,Other,"Rs. 2,00,000- 5,00,000",No,350,300,75,8000,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Digital,Offline,Indifferent,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,No Time,Overestimated,Accurate,Overestimated,Accurate,Underestimated,1,2,1,1,1,0,1,2,5,2,3,4
